month,rep_id,region,division,product,tenure_months,monthly_target,sales_units,target_ach_pct,doctor_coverage,calls_made,new_doctors_added,avg_rx_per_doctor
2022-07,REP0008,North,Neurology,MindCalm 50mg,40,232.0,386.0,166.7,25,87,0,15.44
2022-08,REP0008,North,Neurology,MindCalm 50mg,41,232.0,351.0,151.6,8,39,3,43.88
2022-09,REP0008,North,Neurology,MindCalm 50mg,42,232.0,355.0,153.3,19,63,1,18.68
2022-10,REP0008,North,Neurology,MindCalm 50mg,43,232.0,280.0,120.9,21,79,2,13.33
2022-11,REP0008,North,Neurology,MindCalm 50mg,44,232.0,264.0,114.0,28,105,0,9.43
2022-12,REP0008,North,Neurology,MindCalm 50mg,45,232.0,265.0,114.4,21,67,2,12.62
2023-01,REP0008,North,Neurology,MindCalm 50mg,46,232.0,304.0,131.3,6,20,1,50.67
2023-02,REP0008,North,Neurology,MindCalm 50mg,47,232.0,288.0,124.3,19,71,2,15.16
2023-03,REP0008,North,Neurology,MindCalm 50mg,48,232.0,308.0,133.0,20,70,1,15.4
2023-04,REP0008,North,Neurology,MindCalm 50mg,49,232.0,303.0,130.8,11,27,2,27.55
2023-05,REP0008,North,Neurology,MindCalm 50mg,50,232.0,351.0,151.6,12,47,3,29.25
2023-06,REP0008,North,Neurology,MindCalm 50mg,51,232.0,343.0,148.1,11,32,3,31.18
2023-07,REP0008,North,Neurology,MindCalm 50mg,52,232.0,372.0,160.6,14,61,3,26.57
2023-08,REP0008,North,Neurology,MindCalm 50mg,53,232.0,323.0,139.5,15,47,1,21.53
2023-09,REP0008,North,Neurology,MindCalm 50mg,54,232.0,350.0,151.1,19,73,2,18.42
2023-10,REP0008,North,Neurology,MindCalm 50mg,55,232.0,349.0,150.7,13,48,0,26.85
2023-11,REP0008,North,Neurology,MindCalm 50mg,56,232.0,262.0,113.1,17,62,1,15.41
2023-12,REP0008,North,Neurology,MindCalm 50mg,57,232.0,276.0,119.2,16,66,1,17.25
2021-01,REP0009,East,Oncology,OncoPure 50mg,44,240.0,222.0,92.6,22,80,3,10.09
2021-02,REP0009,East,Oncology,OncoPure 50mg,45,240.0,264.0,110.2,16,62,0,16.5
2021-03,REP0009,East,Oncology,OncoPure 50mg,46,240.0,245.0,102.2,17,56,2,14.41
2021-04,REP0009,East,Oncology,OncoPure 50mg,47,240.0,329.0,137.3,20,78,2,16.45
2021-05,REP0009,East,Oncology,OncoPure 50mg,48,240.0,329.0,137.3,17,63,2,19.35
2021-06,REP0009,East,Oncology,OncoPure 50mg,49,240.0,331.0,138.1,17,65,1,19.47
2021-07,REP0009,East,Oncology,OncoPure 50mg,50,240.0,319.0,133.1,23,72,0,13.87
2021-08,REP0009,East,Oncology,OncoPure 50mg,51,240.0,317.0,132.3,16,64,1,19.81
2021-09,REP0009,East,Oncology,OncoPure 50mg,52,240.0,278.0,116.0,17,68,2,16.35
2021-10,REP0009,East,Oncology,OncoPure 50mg,53,240.0,222.0,92.6,18,64,1,12.33
2021-11,REP0009,East,Oncology,OncoPure 50mg,54,240.0,251.0,104.7,22,86,0,11.41
2021-12,REP0009,East,Oncology,OncoPure 50mg,55,240.0,243.0,101.4,17,67,2,14.29
2022-01,REP0009,East,Oncology,OncoPure 50mg,56,240.0,251.0,104.7,20,68,1,12.55
2022-02,REP0009,East,Oncology,OncoPure 50mg,57,240.0,279.0,116.4,20,67,2,13.95
2022-03,REP0009,East,Oncology,OncoPure 50mg,58,240.0,297.0,123.9,13,45,0,22.85
2022-04,REP0009,East,Oncology,OncoPure 50mg,59,240.0,319.0,133.1,21,64,2,15.19
2022-05,REP0009,East,Oncology,OncoPure 50mg,60,240.0,310.0,129.4,18,69,0,17.22
2022-06,REP0009,East,Oncology,OncoPure 50mg,61,240.0,308.0,128.5,16,58,1,19.25
2022-07,REP0009,East,Oncology,OncoPure 50mg,62,240.0,334.0,139.4,26,81,3,12.85
2022-08,REP0009,East,Oncology,OncoPure 50mg,63,240.0,314.0,131.0,20,87,2,15.7
2022-09,REP0009,East,Oncology,OncoPure 50mg,64,240.0,315.0,131.5,24,92,1,13.12
2022-10,REP0009,East,Oncology,OncoPure 50mg,65,240.0,295.0,123.1,11,34,2,26.82
2022-11,REP0009,East,Oncology,OncoPure 50mg,66,240.0,263.0,109.8,19,66,2,13.84
2022-12,REP0009,East,Oncology,OncoPure 50mg,67,240.0,263.0,109.8,14,60,1,18.79
2023-01,REP0009,East,Oncology,OncoPure 50mg,68,240.0,293.0,122.3,23,81,0,12.74
2023-02,REP0009,East,Oncology,OncoPure 50mg,69,240.0,289.0,120.6,22,78,0,13.14
2023-03,REP0009,East,Oncology,OncoPure 50mg,70,240.0,328.0,136.9,21,70,2,15.62
2023-04,REP0009,East,Oncology,OncoPure 50mg,71,240.0,339.0,141.5,17,49,3,19.94
2023-05,REP0009,East,Oncology,OncoPure 50mg,72,240.0,369.0,154.0,20,82,3,18.45
2023-06,REP0009,East,Oncology,OncoPure 50mg,73,240.0,374.0,156.1,9,41,2,41.56
2023-07,REP0009,East,Oncology,OncoPure 50mg,74,240.0,359.0,149.8,19,72,3,18.89
2023-08,REP0009,East,Oncology,OncoPure 50mg,75,240.0,355.0,148.1,19,68,0,18.68
2023-09,REP0009,East,Oncology,OncoPure 50mg,76,240.0,312.0,130.2,14,58,2,22.29
2023-10,REP0009,East,Oncology,OncoPure 50mg,77,240.0,291.0,121.4,16,52,1,18.19
2023-11,REP0009,East,Oncology,OncoPure 50mg,78,240.0,255.0,106.4,11,38,3,23.18
2023-12,REP0009,East,Oncology,OncoPure 50mg,79,240.0,272.0,113.5,19,72,0,14.32
2021-01,REP0010,South,Orthopedics,BonePlus 500mg,23,114.0,100.0,88.0,18,71,0,5.56
2021-02,REP0010,South,Orthopedics,BonePlus 500mg,24,114.0,112.0,98.6,14,53,1,8.0
2021-03,REP0010,South,Orthopedics,BonePlus 500mg,25,114.0,94.0,82.7,19,69,1,4.95
2021-04,REP0010,South,Orthopedics,BonePlus 500mg,26,114.0,116.0,102.1,12,48,3,9.67
2021-05,REP0010,South,Orthopedics,BonePlus 500mg,27,114.0,119.0,104.8,15,51,4,7.93
2021-06,REP0010,South,Orthopedics,BonePlus 500mg,28,114.0,136.0,119.7,14,51,0,9.71
2021-07,REP0010,South,Orthopedics,BonePlus 500mg,29,114.0,137.0,120.6,24,97,2,5.71
2021-08,REP0010,South,Orthopedics,BonePlus 500mg,30,114.0,119.0,104.8,12,30,0,9.92
2021-09,REP0010,South,Orthopedics,BonePlus 500mg,31,114.0,125.0,110.0,17,66,3,7.35
2021-10,REP0010,South,Orthopedics,BonePlus 500mg,32,114.0,112.0,98.6,18,59,1,6.22
2021-11,REP0010,South,Orthopedics,BonePlus 500mg,33,114.0,113.0,99.5,17,56,1,6.65
2021-12,REP0010,South,Orthopedics,BonePlus 500mg,34,114.0,113.0,99.5,15,51,2,7.53
2022-01,REP0010,South,Orthopedics,BonePlus 500mg,35,114.0,117.0,103.0,17,53,1,6.88
2022-02,REP0010,South,Orthopedics,BonePlus 500mg,36,114.0,123.0,108.3,26,80,0,4.73
2022-03,REP0010,South,Orthopedics,BonePlus 500mg,37,114.0,119.0,104.8,18,69,0,6.61
2022-04,REP0010,South,Orthopedics,BonePlus 500mg,38,114.0,118.0,103.9,18,60,3,6.56
2022-05,REP0010,South,Orthopedics,BonePlus 500mg,39,114.0,140.0,123.2,20,69,4,7.0
2022-06,REP0010,South,Orthopedics,BonePlus 500mg,40,114.0,128.0,112.7,20,59,0,6.4
2022-07,REP0010,South,Orthopedics,BonePlus 500mg,41,114.0,129.0,113.6,24,86,1,5.38
2022-08,REP0010,South,Orthopedics,BonePlus 500mg,42,114.0,135.0,118.8,18,59,0,7.5
2022-09,REP0010,South,Orthopedics,BonePlus 500mg,43,114.0,138.0,121.5,18,80,3,7.67
2022-10,REP0010,South,Orthopedics,BonePlus 500mg,44,114.0,122.0,107.4,16,47,1,7.62
2022-11,REP0010,South,Orthopedics,BonePlus 500mg,45,114.0,102.0,89.8,20,83,1,5.1
2022-12,REP0010,South,Orthopedics,BonePlus 500mg,46,114.0,119.0,104.8,15,50,1,7.93
2023-01,REP0010,South,Orthopedics,BonePlus 500mg,47,114.0,93.0,81.9,17,60,3,5.47
2023-02,REP0010,South,Orthopedics,BonePlus 500mg,48,114.0,126.0,110.9,21,65,2,6.0
2023-03,REP0010,South,Orthopedics,BonePlus 500mg,49,114.0,143.0,125.9,19,81,4,7.53
2023-04,REP0010,South,Orthopedics,BonePlus 500mg,50,114.0,132.0,116.2,15,46,0,8.8
2023-05,REP0010,South,Orthopedics,BonePlus 500mg,51,114.0,135.0,118.8,22,59,0,6.14
2023-06,REP0010,South,Orthopedics,BonePlus 500mg,52,114.0,142.0,125.0,14,44,1,10.14
2023-07,REP0010,South,Orthopedics,BonePlus 500mg,53,114.0,139.0,122.4,15,46,3,9.27
2023-08,REP0010,South,Orthopedics,BonePlus 500mg,54,114.0,148.0,130.3,12,19,3,12.33
2023-09,REP0010,South,Orthopedics,BonePlus 500mg,55,114.0,117.0,103.0,18,50,3,6.5
2023-10,REP0010,South,Orthopedics,BonePlus 500mg,56,114.0,147.0,129.4,18,62,1,8.17
2023-11,REP0010,South,Orthopedics,BonePlus 500mg,57,114.0,124.0,109.2,20,78,1,6.2
2023-12,REP0010,South,Orthopedics,BonePlus 500mg,58,114.0,118.0,103.9,15,44,1,7.87
2021-01,REP0011,East,Cardiology,HeartGuard 5mg,33,92.0,100.0,109.0,21,82,5,4.76
2021-02,REP0011,East,Cardiology,HeartGuard 5mg,34,92.0,112.0,122.1,19,68,1,5.89
2021-03,REP0011,East,Cardiology,HeartGuard 5mg,35,92.0,117.0,127.6,16,57,3,7.31
2021-04,REP0011,East,Cardiology,HeartGuard 5mg,36,92.0,112.0,122.1,22,87,1,5.09
2021-05,REP0011,East,Cardiology,HeartGuard 5mg,37,92.0,105.0,114.5,15,62,1,7.0
2021-06,REP0011,East,Cardiology,HeartGuard 5mg,38,92.0,119.0,129.7,15,59,2,7.93
2021-07,REP0011,East,Cardiology,HeartGuard 5mg,39,92.0,126.0,137.4,16,52,0,7.88
2021-08,REP0011,East,Cardiology,HeartGuard 5mg,40,92.0,139.0,151.6,16,65,3,8.69
2021-09,REP0011,East,Cardiology,HeartGuard 5mg,41,92.0,126.0,137.4,16,59,1,7.88
2021-10,REP0011,East,Cardiology,HeartGuard 5mg,42,92.0,102.0,111.2,19,57,3,5.37
2021-11,REP0011,East,Cardiology,HeartGuard 5mg,43,92.0,102.0,111.2,18,65,1,5.67
2021-12,REP0011,East,Cardiology,HeartGuard 5mg,44,92.0,109.0,118.8,16,62,0,6.81
2022-01,REP0011,East,Cardiology,HeartGuard 5mg,45,92.0,108.0,117.8,25,79,1,4.32
2022-02,REP0011,East,Cardiology,HeartGuard 5mg,46,92.0,117.0,127.6,18,65,2,6.5
2022-03,REP0011,East,Cardiology,HeartGuard 5mg,47,92.0,126.0,137.4,22,80,1,5.73
2022-04,REP0011,East,Cardiology,HeartGuard 5mg,48,92.0,134.0,146.1,25,86,0,5.36
2022-05,REP0011,East,Cardiology,HeartGuard 5mg,49,92.0,145.0,158.1,17,42,3,8.53
2022-06,REP0011,East,Cardiology,HeartGuard 5mg,50,92.0,130.0,141.7,17,62,2,7.65
2022-07,REP0011,East,Cardiology,HeartGuard 5mg,51,92.0,142.0,154.8,16,60,1,8.88
2022-08,REP0011,East,Cardiology,HeartGuard 5mg,52,92.0,137.0,149.4,20,62,3,6.85
2022-09,REP0011,East,Cardiology,HeartGuard 5mg,53,92.0,117.0,127.6,21,76,4,5.57
2022-10,REP0011,East,Cardiology,HeartGuard 5mg,54,92.0,114.0,124.3,16,55,1,7.12
2022-11,REP0011,East,Cardiology,HeartGuard 5mg,55,92.0,118.0,128.7,11,30,0,10.73
2022-12,REP0011,East,Cardiology,HeartGuard 5mg,56,92.0,117.0,127.6,24,83,1,4.88
2023-01,REP0011,East,Cardiology,HeartGuard 5mg,57,92.0,112.0,122.1,22,69,2,5.09
2023-02,REP0011,East,Cardiology,HeartGuard 5mg,58,92.0,127.0,138.5,20,71,3,6.35
2023-03,REP0011,East,Cardiology,HeartGuard 5mg,59,92.0,98.0,106.9,20,64,0,4.9
2023-04,REP0011,East,Cardiology,HeartGuard 5mg,60,92.0,139.0,151.6,23,79,3,6.04
2023-05,REP0011,East,Cardiology,HeartGuard 5mg,61,92.0,158.0,172.3,23,93,2,6.87
2023-06,REP0011,East,Cardiology,HeartGuard 5mg,62,92.0,143.0,155.9,11,36,0,13.0
2023-07,REP0011,East,Cardiology,HeartGuard 5mg,63,92.0,165.0,179.9,17,60,2,9.71
2023-08,REP0011,East,Cardiology,HeartGuard 5mg,64,92.0,136.0,148.3,24,79,2,5.67
2023-09,REP0011,East,Cardiology,HeartGuard 5mg,65,92.0,121.0,131.9,12,37,1,10.08
2023-10,REP0011,East,Cardiology,HeartGuard 5mg,66,92.0,117.0,127.6,15,41,1,7.8
2023-11,REP0011,East,Cardiology,HeartGuard 5mg,67,92.0,102.0,111.2,21,74,0,4.86
2023-12,REP0011,East,Cardiology,HeartGuard 5mg,68,92.0,111.0,121.0,14,51,3,7.93
2021-01,REP0012,East,Neurology,MindCalm 50mg,46,183.0,204.0,111.6,17,52,2,12.0
2021-02,REP0012,East,Neurology,MindCalm 50mg,47,183.0,231.0,126.4,9,31,3,25.67
2021-03,REP0012,East,Neurology,MindCalm 50mg,48,183.0,237.0,129.7,15,41,0,15.8
2021-04,REP0012,East,Neurology,MindCalm 50mg,49,183.0,278.0,152.1,17,65,3,16.35
2021-05,REP0012,East,Neurology,MindCalm 50mg,50,183.0,293.0,160.3,15,53,1,19.53
2021-06,REP0012,East,Neurology,MindCalm 50mg,51,183.0,262.0,143.3,19,59,0,13.79
2021-07,REP0012,East,Neurology,MindCalm 50mg,52,183.0,255.0,139.5,16,68,1,15.94
2021-08,REP0012,East,Neurology,MindCalm 50mg,53,183.0,276.0,151.0,17,69,3,16.24
2021-09,REP0012,East,Neurology,MindCalm 50mg,54,183.0,275.0,150.4,11,40,2,25.0
2021-10,REP0012,East,Neurology,MindCalm 50mg,55,183.0,244.0,133.5,20,70,1,12.2
2021-11,REP0012,East,Neurology,MindCalm 50mg,56,183.0,196.0,107.2,15,73,1,13.07
2021-12,REP0012,East,Neurology,MindCalm 50mg,57,183.0,189.0,103.4,20,76,3,9.45
2022-01,REP0012,East,Neurology,MindCalm 50mg,58,183.0,237.0,129.7,21,88,1,11.29
2022-02,REP0012,East,Neurology,MindCalm 50mg,59,183.0,223.0,122.0,13,43,3,17.15
2022-03,REP0012,East,Neurology,MindCalm 50mg,60,183.0,268.0,146.6,19,51,1,14.11
2022-04,REP0012,East,Neurology,MindCalm 50mg,61,183.0,233.0,127.5,22,89,2,10.59
2022-05,REP0012,East,Neurology,MindCalm 50mg,62,183.0,263.0,143.9,23,78,0,11.43
2022-06,REP0012,East,Neurology,MindCalm 50mg,63,183.0,269.0,147.2,16,56,1,16.81
2022-07,REP0012,East,Neurology,MindCalm 50mg,64,183.0,256.0,140.1,22,75,1,11.64
2022-08,REP0012,East,Neurology,MindCalm 50mg,65,183.0,303.0,165.8,13,32,3,23.31
2022-09,REP0012,East,Neurology,MindCalm 50mg,66,183.0,303.0,165.8,16,55,0,18.94
2022-10,REP0012,East,Neurology,MindCalm 50mg,67,183.0,248.0,135.7,16,55,2,15.5
2022-11,REP0012,East,Neurology,MindCalm 50mg,68,183.0,217.0,118.7,16,41,1,13.56
2022-12,REP0012,East,Neurology,MindCalm 50mg,69,183.0,233.0,127.5,18,64,3,12.94
2023-01,REP0012,East,Neurology,MindCalm 50mg,70,183.0,210.0,114.9,12,46,0,17.5
2023-02,REP0012,East,Neurology,MindCalm 50mg,71,183.0,256.0,140.1,13,58,2,19.69
2023-03,REP0012,East,Neurology,MindCalm 50mg,72,183.0,265.0,145.0,22,68,0,12.05
2023-04,REP0012,East,Neurology,MindCalm 50mg,73,183.0,258.0,141.1,14,49,2,18.43
2023-05,REP0012,East,Neurology,MindCalm 50mg,74,183.0,323.0,176.7,10,33,0,32.3
2023-06,REP0012,East,Neurology,MindCalm 50mg,75,183.0,300.0,164.1,27,96,3,11.11
2023-07,REP0012,East,Neurology,MindCalm 50mg,76,183.0,349.0,190.9,22,73,0,15.86
2023-08,REP0012,East,Neurology,MindCalm 50mg,77,183.0,290.0,158.7,15,40,2,19.33
2023-09,REP0012,East,Neurology,MindCalm 50mg,78,183.0,281.0,153.7,25,84,2,11.24
2023-10,REP0012,East,Neurology,MindCalm 50mg,79,183.0,246.0,134.6,21,72,0,11.71
2023-11,REP0012,East,Neurology,MindCalm 50mg,80,183.0,248.0,135.7,19,68,3,13.05
2023-12,REP0012,East,Neurology,MindCalm 50mg,81,183.0,217.0,118.7,14,54,1,15.5
2021-01,REP0013,East,Cardiology,BPControl 20mg,22,246.0,267.0,108.3,16,59,3,16.69
2021-02,REP0013,East,Cardiology,BPControl 20mg,23,246.0,280.0,113.6,17,58,3,16.47
2021-03,REP0013,East,Cardiology,BPControl 20mg,24,246.0,325.0,131.9,18,78,1,18.06
2021-04,REP0013,East,Cardiology,BPControl 20mg,25,246.0,314.0,127.4,22,73,1,14.27
2021-05,REP0013,East,Cardiology,BPControl 20mg,26,246.0,333.0,135.1,15,45,1,22.2
2021-06,REP0013,East,Cardiology,BPControl 20mg,27,246.0,297.0,120.5,21,77,2,14.14
2021-07,REP0013,East,Cardiology,BPControl 20mg,28,246.0,318.0,129.0,15,58,3,21.2
2021-08,REP0013,East,Cardiology,BPControl 20mg,29,246.0,310.0,125.8,19,60,2,16.32
2021-09,REP0013,East,Cardiology,BPControl 20mg,30,246.0,262.0,106.3,17,46,0,15.41
2021-10,REP0013,East,Cardiology,BPControl 20mg,31,246.0,261.0,105.9,15,53,1,17.4
2021-11,REP0013,East,Cardiology,BPControl 20mg,32,246.0,254.0,103.0,20,66,1,12.7
2021-12,REP0013,East,Cardiology,BPControl 20mg,33,246.0,279.0,113.2,18,61,2,15.5
2022-01,REP0013,East,Cardiology,BPControl 20mg,34,246.0,252.0,102.2,15,44,1,16.8
2022-02,REP0013,East,Cardiology,BPControl 20mg,35,246.0,288.0,116.8,15,51,2,19.2
2022-03,REP0013,East,Cardiology,BPControl 20mg,36,246.0,281.0,114.0,20,57,1,14.05
2022-04,REP0013,East,Cardiology,BPControl 20mg,37,246.0,308.0,125.0,18,49,3,17.11
2022-05,REP0013,East,Cardiology,BPControl 20mg,38,246.0,298.0,120.9,19,66,3,15.68
2022-06,REP0013,East,Cardiology,BPControl 20mg,39,246.0,383.0,155.4,12,36,2,31.92
2022-07,REP0013,East,Cardiology,BPControl 20mg,40,246.0,294.0,119.3,21,80,2,14.0
2022-08,REP0013,East,Cardiology,BPControl 20mg,41,246.0,316.0,128.2,23,71,2,13.74
2022-09,REP0013,East,Cardiology,BPControl 20mg,42,246.0,277.0,112.4,21,58,1,13.19
2022-10,REP0013,East,Cardiology,BPControl 20mg,43,246.0,285.0,115.6,14,43,2,20.36
2022-11,REP0013,East,Cardiology,BPControl 20mg,44,246.0,286.0,116.0,13,38,3,22.0
2022-12,REP0013,East,Cardiology,BPControl 20mg,45,246.0,256.0,103.9,14,54,1,18.29
2023-01,REP0013,East,Cardiology,BPControl 20mg,46,246.0,290.0,117.7,15,51,3,19.33
2023-02,REP0013,East,Cardiology,BPControl 20mg,47,246.0,277.0,112.4,21,72,4,13.19
2023-03,REP0013,East,Cardiology,BPControl 20mg,48,246.0,339.0,137.5,12,46,1,28.25
2023-04,REP0013,East,Cardiology,BPControl 20mg,49,246.0,325.0,131.9,18,54,3,18.06
2023-05,REP0013,East,Cardiology,BPControl 20mg,50,246.0,340.0,137.9,16,52,2,21.25
2023-06,REP0013,East,Cardiology,BPControl 20mg,51,246.0,352.0,142.8,17,36,2,20.71
2023-07,REP0013,East,Cardiology,BPControl 20mg,52,246.0,298.0,120.9,17,48,0,17.53
2023-08,REP0013,East,Cardiology,BPControl 20mg,53,246.0,357.0,144.8,16,52,2,22.31
2023-09,REP0013,East,Cardiology,BPControl 20mg,54,246.0,299.0,121.3,26,88,2,11.5
2023-10,REP0013,East,Cardiology,BPControl 20mg,55,246.0,313.0,127.0,24,78,1,13.04
2023-11,REP0013,East,Cardiology,BPControl 20mg,56,246.0,306.0,124.1,21,82,0,14.57
2023-12,REP0013,East,Cardiology,BPControl 20mg,57,246.0,308.0,125.0,14,50,1,22.0
2021-01,REP0014,East,Cardiology,BPControl 20mg,15,84.0,85.0,100.7,18,54,2,4.72
2021-02,REP0014,East,Cardiology,BPControl 20mg,16,84.0,98.0,116.1,18,68,1,5.44
2021-03,REP0014,East,Cardiology,BPControl 20mg,17,84.0,111.0,131.5,14,60,1,7.93
2021-04,REP0014,East,Cardiology,BPControl 20mg,18,84.0,95.0,112.6,16,52,1,5.94
2021-05,REP0014,East,Cardiology,BPControl 20mg,19,84.0,117.0,138.6,22,75,1,5.32
2021-06,REP0014,East,Cardiology,BPControl 20mg,20,84.0,107.0,126.8,16,40,1,6.69
2021-07,REP0014,East,Cardiology,BPControl 20mg,21,84.0,128.0,151.7,14,54,0,9.14
2021-08,REP0014,East,Cardiology,BPControl 20mg,22,84.0,128.0,151.7,25,92,4,5.12
2021-09,REP0014,East,Cardiology,BPControl 20mg,23,84.0,109.0,129.1,21,83,2,5.19
2021-10,REP0014,East,Cardiology,BPControl 20mg,24,84.0,88.0,104.3,21,69,1,4.19
2021-11,REP0014,East,Cardiology,BPControl 20mg,25,84.0,98.0,116.1,20,71,2,4.9
2021-12,REP0014,East,Cardiology,BPControl 20mg,26,84.0,89.0,105.4,17,66,4,5.24
2022-01,REP0014,East,Cardiology,BPControl 20mg,27,84.0,113.0,133.9,19,73,4,5.95
2022-02,REP0014,East,Cardiology,BPControl 20mg,28,84.0,96.0,113.7,20,76,3,4.8
2022-03,REP0014,East,Cardiology,BPControl 20mg,29,84.0,99.0,117.3,14,49,2,7.07
2022-04,REP0014,East,Cardiology,BPControl 20mg,30,84.0,126.0,149.3,20,68,2,6.3
2022-05,REP0014,East,Cardiology,BPControl 20mg,31,84.0,124.0,146.9,24,85,1,5.17
2022-06,REP0014,East,Cardiology,BPControl 20mg,32,84.0,128.0,151.7,18,50,1,7.11
2022-07,REP0014,East,Cardiology,BPControl 20mg,33,84.0,121.0,143.4,15,60,1,8.07
2022-08,REP0014,East,Cardiology,BPControl 20mg,34,84.0,122.0,144.5,17,60,2,7.18
2022-09,REP0014,East,Cardiology,BPControl 20mg,35,84.0,100.0,118.5,18,81,0,5.56
2022-10,REP0014,East,Cardiology,BPControl 20mg,36,84.0,104.0,123.2,22,79,2,4.73
2022-11,REP0014,East,Cardiology,BPControl 20mg,37,84.0,81.0,96.0,20,63,2,4.05
2022-12,REP0014,East,Cardiology,BPControl 20mg,38,84.0,99.0,117.3,27,98,1,3.67
2023-01,REP0014,East,Cardiology,BPControl 20mg,39,84.0,89.0,105.4,18,69,1,4.94
2023-02,REP0014,East,Cardiology,BPControl 20mg,40,84.0,102.0,120.8,15,56,2,6.8
2023-03,REP0014,East,Cardiology,BPControl 20mg,41,84.0,126.0,149.3,14,53,1,9.0
2023-04,REP0014,East,Cardiology,BPControl 20mg,42,84.0,120.0,142.2,19,69,2,6.32
2023-05,REP0014,East,Cardiology,BPControl 20mg,43,84.0,116.0,137.4,15,64,1,7.73
2023-06,REP0014,East,Cardiology,BPControl 20mg,44,84.0,132.0,156.4,22,80,2,6.0
2023-07,REP0014,East,Cardiology,BPControl 20mg,45,84.0,137.0,162.3,9,27,2,15.22
2023-08,REP0014,East,Cardiology,BPControl 20mg,46,84.0,136.0,161.1,18,56,1,7.56
2023-09,REP0014,East,Cardiology,BPControl 20mg,47,84.0,125.0,148.1,17,59,2,7.35
2023-10,REP0014,East,Cardiology,BPControl 20mg,48,84.0,84.0,99.5,26,85,2,3.23
2023-11,REP0014,East,Cardiology,BPControl 20mg,49,84.0,91.0,107.8,16,65,0,5.69
2023-12,REP0014,East,Cardiology,BPControl 20mg,50,84.0,113.0,133.9,16,59,2,7.06
2021-01,REP0015,West,Orthopedics,JointFlex 15mg,27,239.0,204.0,85.5,20,70,2,10.2
2021-02,REP0015,West,Orthopedics,JointFlex 15mg,28,239.0,257.0,107.7,11,51,2,23.36
2021-03,REP0015,West,Orthopedics,JointFlex 15mg,29,239.0,220.0,92.2,12,40,3,18.33
2021-04,REP0015,West,Orthopedics,JointFlex 15mg,30,239.0,250.0,104.8,24,72,1,10.42
2021-05,REP0015,West,Orthopedics,JointFlex 15mg,31,239.0,237.0,99.3,19,73,1,12.47
2021-06,REP0015,West,Orthopedics,JointFlex 15mg,32,239.0,213.0,89.3,18,66,2,11.83
2021-07,REP0015,West,Orthopedics,JointFlex 15mg,33,239.0,292.0,122.4,13,50,3,22.46
2021-08,REP0015,West,Orthopedics,JointFlex 15mg,34,239.0,220.0,92.2,19,62,1,11.58
2021-09,REP0015,West,Orthopedics,JointFlex 15mg,35,239.0,250.0,104.8,16,50,2,15.62
2021-10,REP0015,West,Orthopedics,JointFlex 15mg,36,239.0,209.0,87.6,13,50,0,16.08
2021-11,REP0015,West,Orthopedics,JointFlex 15mg,37,239.0,231.0,96.8,19,52,1,12.16
2021-12,REP0015,West,Orthopedics,JointFlex 15mg,38,239.0,237.0,99.3,14,45,2,16.93
2022-01,REP0015,West,Orthopedics,JointFlex 15mg,39,239.0,235.0,98.5,16,51,3,14.69
2022-02,REP0015,West,Orthopedics,JointFlex 15mg,40,239.0,265.0,111.1,21,74,1,12.62
2022-03,REP0015,West,Orthopedics,JointFlex 15mg,41,239.0,232.0,97.2,20,73,3,11.6
2022-04,REP0015,West,Orthopedics,JointFlex 15mg,42,239.0,278.0,116.5,11,46,0,25.27
2022-05,REP0015,West,Orthopedics,JointFlex 15mg,43,239.0,268.0,112.3,19,82,5,14.11
2022-06,REP0015,West,Orthopedics,JointFlex 15mg,44,239.0,295.0,123.7,17,63,3,17.35
2022-07,REP0015,West,Orthopedics,JointFlex 15mg,45,239.0,272.0,114.0,25,89,2,10.88
2022-08,REP0015,West,Orthopedics,JointFlex 15mg,46,239.0,283.0,118.6,19,73,1,14.89
2022-09,REP0015,West,Orthopedics,JointFlex 15mg,47,239.0,243.0,101.9,13,49,2,18.69
2022-10,REP0015,West,Orthopedics,JointFlex 15mg,48,239.0,249.0,104.4,24,83,2,10.38
2022-11,REP0015,West,Orthopedics,JointFlex 15mg,49,239.0,210.0,88.0,16,61,3,13.12
2022-12,REP0015,West,Orthopedics,JointFlex 15mg,50,239.0,221.0,92.6,17,47,1,13.0
2023-01,REP0015,West,Orthopedics,JointFlex 15mg,51,239.0,248.0,104.0,20,74,2,12.4
2023-02,REP0015,West,Orthopedics,JointFlex 15mg,52,239.0,244.0,102.3,15,58,2,16.27
2023-03,REP0015,West,Orthopedics,JointFlex 15mg,53,239.0,271.0,113.6,15,35,3,18.07
2023-04,REP0015,West,Orthopedics,JointFlex 15mg,54,239.0,266.0,111.5,14,54,1,19.0
2023-05,REP0015,West,Orthopedics,JointFlex 15mg,55,239.0,314.0,131.6,20,75,0,15.7
2023-06,REP0015,West,Orthopedics,JointFlex 15mg,56,239.0,323.0,135.4,19,63,2,17.0
2023-07,REP0015,West,Orthopedics,JointFlex 15mg,57,239.0,250.0,104.8,19,58,0,13.16
2023-08,REP0015,West,Orthopedics,JointFlex 15mg,58,239.0,247.0,103.5,22,71,3,11.23
2023-09,REP0015,West,Orthopedics,JointFlex 15mg,59,239.0,255.0,106.9,11,29,3,23.18
2023-10,REP0015,West,Orthopedics,JointFlex 15mg,60,239.0,248.0,104.0,15,53,2,16.53
